# PS3 Classic child content index v1
# I\tTITLE_ID\tFLAGS(D/A/T)
# L\tTITLE_ID\tDLC_NAME\tCONTENT_ID
I	NPEA00019	D
I	NPEA00021	D
I	NPEA00030	D
I	NPEA00047	D
I	NPEA00052	D
I	NPEA00054	DA
I	NPEA00057	D
I	NPEA00068	D
I	NPEA00080	D
I	NPEA00094	A
I	NPEA00095	D
I	NPEA00104	D
I	NPEA00111	DA
I	NPEA00131	D
I	NPEA00142	D
I	NPEA00145	D
I	NPEA00239	D
I	NPEA00258	T
I	NPEA00275	D
I	NPEA00279	A
I	NPEA00287	D
I	NPEA00288	D
I	NPEA00289	D
I	NPEA00300	D
I	NPEA00316	A
I	NPEA00321	D
I	NPEA00331	D
I	NPEA00333	DA
I	NPEA00338	A
I	NPEA00363	D
I	NPEA00364	D
I	NPEA00365	D
I	NPEA00372	DA
I	NPEA00378	D
I	NPEA00394	A
I	NPEA00395	D
I	NPEA00424	D
I	NPEA00427	D
I	NPEA00454	D
I	NPEA00457	D
I	NPEA00460	D
I	NPEA00473	D
I	NPEB00009	D
I	NPEB00058	D
I	NPEB00060	D
I	NPEB00092	D
I	NPEB00099	D
I	NPEB00100	D
I	NPEB00130	A
I	NPEB00141	DA
I	NPEB00147	D
I	NPEB00161	D
I	NPEB00171	D
I	NPEB00177	A
I	NPEB00181	D
I	NPEB00239	D
I	NPEB00257	A
I	NPEB00258	D
I	NPEB00283	D
I	NPEB00284	D
I	NPEB00291	D
I	NPEB00292	D
I	NPEB00300	D
I	NPEB00304	D
I	NPEB00311	D
I	NPEB00315	D
I	NPEB00325	A
I	NPEB00326	D
I	NPEB00338	D
I	NPEB00339	D
I	NPEB00342	A
I	NPEB00349	D
I	NPEB00367	D
I	NPEB00379	D
I	NPEB00384	A
I	NPEB00385	D
I	NPEB00386	D
I	NPEB00395	D
I	NPEB00435	DA
I	NPEB00440	A
I	NPEB00445	D
I	NPEB00446	DA
I	NPEB00447	D
I	NPEB00463	D
I	NPEB00466	D
I	NPEB00469	D
I	NPEB00474	A
I	NPEB00476	D
I	NPEB00486	D
I	NPEB00505	D
I	NPEB00515	D
I	NPEB00523	D
I	NPEB00529	D
I	NPEB00542	D
I	NPEB00547	D
I	NPEB00554	D
I	NPEB00556	D
I	NPEB00563	D
I	NPEB00564	D
I	NPEB00566	D
I	NPEB00576	D
I	NPEB00593	D
I	NPEB00595	D
I	NPEB00620	D
I	NPEB00645	A
I	NPEB00647	D
I	NPEB00650	D
I	NPEB00668	D
I	NPEB00673	D
I	NPEB00677	D
I	NPEB00717	A
I	NPEB00787	D
I	NPEB00794	D
I	NPEB00811	DA
I	NPEB00821	D
I	NPEB00831	DA
I	NPEB00856	D
I	NPEB00870	D
I	NPEB00873	D
I	NPEB00876	D
I	NPEB00879	D
I	NPEB00885	D
I	NPEB00886	D
I	NPEB00894	D
I	NPEB00895	D
I	NPEB00911	D
I	NPEB00913	A
I	NPEB00916	A
I	NPEB00924	A
I	NPEB00933	A
I	NPEB00957	D
I	NPEB00989	D
I	NPEB01028	D
I	NPEB01040	D
I	NPEB01044	D
I	NPEB01063	D
I	NPEB01085	D
I	NPEB01088	D
I	NPEB01094	D
I	NPEB01109	D
I	NPEB01129	D
I	NPEB01141	D
I	NPEB01158	D
I	NPEB01161	D
I	NPEB01166	D
I	NPEB01167	D
I	NPEB01168	D
I	NPEB01201	D
I	NPEB01212	D
I	NPEB01214	D
I	NPEB01228	D
I	NPEB01237	D
I	NPEB01238	D
I	NPEB01260	D
I	NPEB01275	D
I	NPEB01276	D
I	NPEB01280	D
I	NPEB01284	D
I	NPEB01320	A
I	NPEB01322	D
I	NPEB01324	D
I	NPEB01327	D
I	NPEB01338	D
I	NPEB01358	D
I	NPEB01364	D
I	NPEB01370	D
I	NPEB01386	D
I	NPEB01393	D
I	NPEB01407	D
I	NPEB01419	D
I	NPEB01427	D
I	NPEB01441	D
I	NPEB01786	D
I	NPEB01795	D
I	NPEB01797	D
I	NPEB01815	D
I	NPEB01818	D
I	NPEB01823	D
I	NPEB01878	D
I	NPEB01881	D
I	NPEB01883	D
I	NPEB01888	D
I	NPEB01892	D
I	NPEB01893	D
I	NPEB01899	D
I	NPEB01901	D
I	NPEB01910	D
I	NPEB01911	D
I	NPEB01921	A
I	NPEB01922	D
I	NPEB01926	D
I	NPEB01934	D
I	NPEB01945	D
I	NPEB01953	D
I	NPEB01968	D
I	NPEB01970	D
I	NPEB01980	D
I	NPEB01982	D
I	NPEB01986	D
I	NPEB01989	D
I	NPEB01995	D
I	NPEB02008	D
I	NPEB02009	D
I	NPEB02013	D
I	NPEB02025	D
I	NPEB02045	D
I	NPEB02047	D
I	NPEB02060	D
I	NPEB02107	A
I	NPEB02115	D
I	NPEB02119	D
I	NPEB02120	D
I	NPEB02123	D
I	NPEB02124	A
I	NPEB02125	DA
I	NPEB02128	D
I	NPEB02132	A
I	NPEB02140	D
I	NPEB02176	D
I	NPEB02183	D
I	NPEB02197	D
